# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  0
25  1
30  1
35  1
40  2
45  2
50  2
55  3
60  3
65  2
70  0
75  1
80  0
85  1
90  0
95  1
100  1
105  1
110  1
115  2
120  1
125  1
130  1
135  2
140  1
145  1
150  1
155  1
160  2
165  2
170  2
175  2
